song,Range,Importance_of_Bass_Register,Importance_of_Middle_Register,Importance_of_High_Register,Dominant_Spread,Strong_Tonal_Centres,Most_Common_Melodic_Interval,Number_of_Common_Melodic_Intervals,Relative_Prevalence_of_Most_Common_Melodic_Intervals,Amount_of_Arpeggiation,Repeated_Notes,Chromatic_Motion,Melodic_Tritones,Melodic_Perfect_Fifths,Melodic_Sixths,Melodic_Sevenths,Melodic_Octaves,Melodic_Large_Intervals,Minor_Major_Melodic_Third_Ratio,Direction_of_Melodic_Motion,Most_Common_Vertical_Interval,Second_Most_Common_Vertical_Interval,Distance_Between_Two_Most_Common_Vertical_Intervals,Prevalence_of_Second_Most_Common_Vertical_Interval,Vertical_Unisons,Vertical_Minor_Seconds,Vertical_Thirds,Vertical_Tritones,Vertical_Perfect_Fourths,Vertical_Perfect_Fifths,Vertical_Sixths,Vertical_Sevenths,Standard_Triads,Diminished_and_Augmented_Triads,Dominant_Seventh_Chords,Non-Standard_Chords,Complex_Chords,Minor_Major_Triad_Ratio,Total_Number_of_Notes,Prevalence_of_Very_Long_Rhythmic_Values,Prevalence_of_Dotted_Notes,Shortest_Rhythmic_Value,Longest_Rhythmic_Value,Most_Common_Rhythmic_Value,Relative_Prevalence_of_Most_Common_Rhythmic_Values,Difference_Between_Most_Common_Rhythmic_Values,Rhythmic_Value_Skewness,Median_Rhythmic_Value_Run_Length,Median_Rhythmic_Value_Offset,Median_Partial_Rest_Duration,Variability_of_Partial_Rest_Durations,Number_of_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Harmonicity_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Note_Density,Note_Density_Variability,Amount_of_Staccato,Number_of_Strong_Rhythmic_Pulses,Number_of_Moderate_Rhythmic_Pulses,Strongest_Rhythmic_Pulse,Second_Strongest_Rhythmic_Pulse,Harmonicity_of_Two_Strongest_Rhythmic_Pulses,Similar_Motion,Contrary_Motion,Parallel_Fifths,Dynamic_Range,Average_Note_to_Note_Change_in_Dynamics,pcm_intensity_sma_min,pcm_intensity_sma_minPos,pcm_loudness_sma_range,pcm_loudness_sma_maxPos,pcm_loudness_sma_linregc1,pcm_loudness_sma_skewness,pcm_zcr_sma_min,pcm_zcr_sma_maxPos,pcm_zcr_sma_minPos,pcm_zcr_sma_linregc1,pcm_zcr_sma_stddev,pcm_zcr_sma_skewness,F0_sma_maxPos,F0_sma_linregerrQ,F0env_sma_max,F0env_sma_min,F0env_sma_maxPos,F0env_sma_linregc1,F0env_sma_linregerrQ,F0env_sma_skewness,F0env_sma_kurtosis,F0env_sma_quartile3,BPM
Q4_bfopzItCYrE_2,53.0,0.4469,0.5028,0.05028,7.0,3.0,12.0,1.0,0.7647,0.3931,0.02759,0.02069,0.0,0.08966,0.01379,0.02069,0.1172,0.6345,0.6667,0.4468,0.0,7.0,7.0,0.171,0.0,0.05131,0.185,0.04577,0.07905,0.171,0.08378,0.06051,0.156,0.0,0.01947,0.5632,0.1431,0.2835,179.0,0.03352,0.6425,0.125,12.0,1.5,0.9348,2.0,0.5091,1.0,0.07292,1.034,0.0,2.0,50.0,1.5,1.293,4.848,2.449,0.01117,2.0,9.0,50.0,75.0,1.5,0.4091,0.0124,0.004132,75.0,15.11,1.6222556e-08,887.0,2.620491,2896.0,9.187027e-05,0.3881023,0.010833333,2752.0,2844.0,-5.8970085e-07,0.0047310195,0.3237797,656.0,30389.672,414.29367,0.0,1208.0,0.0035401366,875.89124,-11.220068,139.12991,377.33212,150.2656707763672
Q1_e8NQ2NH0nc8_0,51.0,0.3292,0.5679,0.1029,6.0,2.0,12.0,2.0,0.4878,0.4773,0.03636,0.004545,0.004545,0.05,0.05,0.04091,0.1864,0.3818,1.5,0.4575,0.0,7.0,7.0,0.1609,0.0,0.01313,0.2083,0.01293,0.09573,0.1609,0.09653,0.09732,0.07547,0.0,0.0002186,0.6237,0.3235,0.008767,243.0,0.04938,0.5967,0.125,6.0,0.75,0.8485,2.0,1.142,1.0,0.1094,0.3646,0.0,0.0,48.0,1.521,1.123,8.102,1.786,0.02469,0.0,10.0,48.0,73.0,1.521,0.262,0.05591,0.003195,64.0,10.63,2.0408908e-09,2598.0,2.719335,1457.0,-2.5195015e-05,0.8572084,0.009166666,193.0,1187.0,1.8151945e-07,0.00438782,1.5499613,345.0,29566.803,449.64005,31.25,346.0,0.0010955202,251.81134,-7.2932634,146.08359,381.05478,143.6039581298828
Q1_7yW9c7t8Hq0_2,62.0,0.25,0.5833,0.1667,6.0,2.0,12.0,2.0,0.3922,0.5238,0.02381,0.0,0.0,0.06667,0.07619,0.02381,0.2429,0.3095,0.7333,0.4976,0.0,3.0,3.0,0.1699,0.0,0.02439,0.295,0.0,0.09278,0.1499,0.1288,0.03382,0.4813,0.0,0.0,0.3759,0.05583,2.6,252.0,0.0,0.3413,0.125,3.0,0.125,1.0,0.0,0.1965,1.0,0.05469,0.2656,0.2054,0.0,41.0,1.146,1.217,12.61,1.543,0.2262,0.0,11.0,41.0,47.0,1.146,0.3367,0.0402,0.008375,80.0,10.19,1.91351e-09,209.0,2.755274,225.0,3.1039413e-05,0.09440337,0.014444444,1569.0,462.0,2.829669e-06,0.007588502,1.0768708,781.0,31155.697,455.51205,31.25,960.0,0.0009851974,419.13943,-4.595179,81.23896,390.46298,162.68299865722656
Q2_Ie5koh4qvJc_30,51.0,0.3764,0.4943,0.1293,4.0,1.0,12.0,2.0,0.9355,0.4892,0.008658,0.01299,0.02597,0.1255,0.1039,0.02597,0.1342,0.3636,2.25,0.559,0.0,3.0,3.0,0.1617,0.0,0.02239,0.2412,0.04726,0.1067,0.1422,0.1395,0.06636,0.3837,0.0833,0.1409,0.3421,0.08287,1.169,263.0,0.01901,0.346,0.125,12.0,1.0,1.0,4.0,1.275,1.0,0.2083,2.721,1.786,0.0,51.0,1.961,1.292,4.384,1.858,0.02662,0.0,16.0,51.0,100.0,1.961,0.3973,0.05397,0.004498,64.0,9.947,1.1507284e-13,104.0,3.461591,5377.0,6.964416e-05,0.6604192,0.0,103.0,96.0,-3.486354e-07,0.008140454,25.309406,4474.0,26614.01,429.1481,31.496063,50.0,0.00037016053,176.23825,-6.481231,141.72855,377.14545,97.14153289794922
Q4_FSzOgraSKhs_0,45.0,0.4052,0.4569,0.1379,5.0,2.0,5.0,1.0,0.9091,0.4375,0.008929,0.008929,0.01786,0.05357,0.07143,0.02679,0.08929,0.4018,1.0,0.5856,0.0,3.0,3.0,0.15,0.0,0.01403,0.273,0.04991,0.1025,0.1396,0.1597,0.03484,0.2678,0.05779,0.0,0.4556,0.08169,0.04718,116.0,0.06897,0.6552,0.125,8.0,3.0,0.7941,2.0,0.9605,1.0,0.1146,0.526,0.0,0.0,41.0,1.049,2.013,3.868,0.9172,0.008621,0.0,15.0,41.0,43.0,1.049,0.2664,0.04367,0.0,49.0,12.93,7.9323166e-11,0.0,2.9250352,1078.0,6.373681e-07,0.6972152,0.00055555557,1298.0,9.0,4.3983565e-07,0.005342119,0.7199139,415.0,19617.805,410.63925,0.0,416.0,0.006455423,1021.70776,-10.309227,115.42548,374.9999,165.11688232421875
Q3_wlOa1jkTn_U_2,60.0,0.1457,0.6689,0.1854,4.0,3.0,3.0,2.0,0.5385,0.5667,0.006667,0.006667,0.02,0.006667,0.06,0.04667,0.14,0.3667,9.75,0.4698,0.0,3.0,3.0,0.1606,0.0,0.1137,0.2106,0.01733,0.05499,0.07891,0.1654,0.1094,0.02677,0.02395,0.0,0.9085,0.3226,67.44,151.0,0.2252,0.3113,0.125,12.0,1.0,0.2807,6.0,1.437,1.0,0.1302,0.0,0.0,0.0,42.0,1.214,1.062,5.035,0.759,0.01325,0.0,17.0,42.0,51.0,1.214,0.2709,0.01129,0.0,76.0,13.91,4.624535e-10,1930.0,1.308242,436.0,-0.00012720138,0.60602546,0.0036264732,434.0,947.0,-8.5718443e-07,0.007824347,1.5081788,3.0,3960.0376,222.90218,22.138556,237.0,-0.0009626598,39.223797,-0.881345,120.67794,158.58617,91.11817169189452
Q3_Ie5koh4qvJc_2,53.0,0.2414,0.3655,0.3931,3.0,2.0,1.0,1.0,0.5333,0.1915,0.007092,0.1064,0.02128,0.05674,0.02837,0.007092,0.01418,0.6383,0.8,0.5357,0.0,3.0,3.0,0.1213,0.0,0.05096,0.2142,0.03084,0.119,0.1186,0.1758,0.07274,0.003894,0.008985,0.0,0.7576,0.2967,4.85,145.0,0.1517,0.4966,0.5,12.0,4.0,0.8667,3.0,0.1757,1.0,0.1901,2.609,0.0,0.0,48.0,1.116,1.137,3.09,2.178,0.0,0.0,17.0,48.0,43.0,1.116,0.2651,0.0,0.002326,69.0,17.95,0.0,53.0,3.6165926,2686.0,-2.5040117e-06,0.53075844,0.0036111113,66.0,2680.0,-1.0946608e-05,0.055308428,9.026665,3556.0,24761.508,447.73788,31.25,3583.0,-0.00052518334,254.05531,-5.238112,97.90322,378.73386,136.96649169921875
Q1_UJcnNfeCN1c_2,53.0,0.1149,0.6264,0.2586,4.0,1.0,5.0,3.0,0.7436,0.2909,0.0,0.0303,0.0,0.1758,0.01212,0.01212,0.02424,0.3636,1.333,0.5455,7.0,2.0,5.0,0.1713,0.0,0.02856,0.1321,0.02463,0.1493,0.2318,0.05639,0.04917,0.06564,0.0,0.0007386,0.7391,0.2802,1.981,174.0,0.05172,0.5,0.125,6.0,0.75,0.9167,3.0,0.7171,1.0,0.1198,0.1146,0.0,2.0,58.0,1.208,1.129,5.841,1.147,0.005747,2.0,8.0,58.0,48.0,1.208,0.2917,0.03333,0.004167,45.0,10.18,6.0747922e-09,692.0,2.0398974,2109.0,8.411531e-05,0.5858449,0.0066666664,1324.0,1958.0,-2.550875e-06,0.0076428307,1.1374536,1475.0,16606.773,422.3361,0.0,247.0,0.0013022405,434.62503,-13.096664,224.7507,377.47284,143.14764404296875
Q3_FOcdHIhI0_s_0,57.0,0.1818,0.6364,0.1818,3.0,3.0,5.0,3.0,0.9,0.4348,0.0,0.04348,0.0,0.05797,0.05797,0.05797,0.1304,0.3043,1.2,0.5507,7.0,3.0,4.0,0.1531,0.0,0.002738,0.2279,0.003108,0.1127,0.1654,0.1044,0.1529,0.1743,0.0,0.0,0.5572,0.0,3288.0,77.0,0.8052,0.6494,0.125,12.0,6.0,0.8077,2.0,0.9466,1.0,0.3906,3.648,3.452,4.0,47.0,1.511,2.389,0.7001,0.4515,0.07792,4.0,5.0,47.0,71.0,1.511,0.4444,0.0,0.03704,41.0,6.974,0.0,0.0,3.2981997,3146.0,1.487678e-05,1.8943279,0.0036264732,0.0,9942.0,-1.6075019e-06,0.055723637,15.228308,8893.0,11238.471,476.91306,0.0,8895.0,0.0006478155,9011.953,1.1406823,3.0139773,275.50473,139.61741638183594
Q2_k4lT-sXg3iI_1,41.0,0.5219,0.4303,0.04781,3.0,2.0,12.0,5.0,0.9677,0.4303,0.0,0.04508,0.008197,0.09836,0.2377,0.03279,0.127,0.1926,2.5,0.5041,0.0,7.0,7.0,0.1395,0.0,0.01957,0.2346,0.008104,0.1281,0.1395,0.1637,0.06228,0.3661,0.0,0.0,0.3665,0.04711,1.79,251.0,0.0757,0.251,0.125,12.0,1.0,0.1892,1.0,1.147,1.0,0.1979,0.7813,0.4419,0.0,40.0,1.225,1.268,6.479,2.956,0.003984,0.0,12.0,40.0,49.0,1.225,0.1686,0.005882,0.001307,61.0,12.45,1.7942263e-08,38.0,2.9582908,2121.0,5.904123e-05,0.29465574,0.0075,1547.0,2114.0,-6.194179e-07,0.0053733382,1.1924217,47.0,28690.373,452.68604,31.25,48.0,0.00058986264,197.90685,-8.833716,185.02135,375.20285,96.57586669921876
Q1_vv6nrZ2myXw_4,60.0,0.3583,0.4409,0.2008,3.0,1.0,12.0,2.0,0.8621,0.4413,0.02817,0.02347,0.0,0.1174,0.07512,0.06573,0.1362,0.385,0.875,0.4831,7.0,0.0,7.0,0.1527,0.0,0.03241,0.1614,0.008777,0.1513,0.1765,0.1247,0.08754,0.06664,0.0001803,0.0,0.7752,0.2673,1.514,254.0,0.05118,0.4882,0.125,12.0,1.5,0.9057,2.0,0.5382,1.0,0.1146,1.852,0.0,2.0,50.0,1.163,1.145,6.777,3.359,0.01181,2.0,11.0,50.0,43.0,1.163,0.326,0.03346,0.006692,61.0,12.7,7.4998696e-10,739.0,3.1915452,1440.0,0.00017825552,0.23041216,0.004722222,911.0,1444.0,-4.9632524e-07,0.006676278,1.4114839,523.0,28658.436,442.52844,31.25,524.0,0.0008537733,200.0759,-9.00248,201.54279,384.49545,149.14947509765625
Q3_By3JCii1k3w_0,44.0,0.1674,0.5395,0.293,3.0,1.0,12.0,4.0,0.8462,0.4877,0.02956,0.04433,0.0197,0.07882,0.08867,0.0197,0.1281,0.2414,2.222,0.5228,2.0,7.0,5.0,0.1285,0.0,0.07685,0.1883,0.05039,0.1278,0.1285,0.1148,0.08773,0.0003949,0.0,0.0,0.9958,0.8936,0.0,215.0,0.507,0.5209,0.125,12.0,6.0,0.8333,2.0,-0.4571,1.0,0.263,0.8438,0.0,0.0,46.0,1.5,1.644,3.584,1.575,0.004651,0.0,12.0,46.0,69.0,1.5,0.3555,0.001025,0.01332,57.0,12.58,0.0,0.0,1.7631854,4555.0,4.895442e-05,0.6976085,0.006388889,0.0,3164.0,-9.4457255e-06,0.08315284,11.404919,264.0,14398.439,420.67563,0.0,3772.0,0.004208982,1186.0249,-9.369504,96.44607,375.729,135.32440185546875
Q2_JT1XJnVmABo_6,75.0,0.2225,0.3325,0.445,7.0,2.0,5.0,4.0,0.8478,0.4254,0.01587,0.006349,0.0127,0.04127,0.06032,0.01587,0.09524,0.3365,0.9231,0.6032,0.0,7.0,7.0,0.1667,0.0,0.02223,0.206,0.01782,0.1058,0.1667,0.1371,0.05925,0.4327,0.007692,0.0198,0.4714,0.2043,0.7777,391.0,0.005115,0.3043,0.125,6.0,1.0,0.729,2.0,1.039,1.0,0.1302,0.1536,0.0,0.0,56.0,1.244,2.512,10.02,1.699,0.005115,0.0,12.0,56.0,45.0,1.244,0.2669,0.05056,0.003277,49.0,7.54,1.677059e-08,2868.0,2.841735,1104.0,-5.8400183e-05,0.41573545,0.004722222,2629.0,2285.0,1.3210931e-06,0.00944791,1.4146183,3836.0,23825.078,407.6683,31.25,3837.0,-0.00034895987,188.6228,-8.200214,173.4571,377.75253,110.3384780883789
Q4_ltxNPJda7zE_1,50.0,0.315,0.5039,0.1811,5.0,2.0,2.0,4.0,0.7895,0.3898,0.008475,0.05932,0.0,0.07627,0.04237,0.008475,0.1017,0.2542,0.4,0.5897,7.0,0.0,7.0,0.1535,0.0,0.03029,0.1969,0.01303,0.1506,0.1787,0.1088,0.06973,0.2032,0.0,0.0,0.6254,0.2587,0.0002185,127.0,0.2362,0.4882,0.125,12.0,6.0,0.84,3.0,1.328,1.0,0.2005,0.0,0.0,0.0,44.0,1.048,1.066,4.235,1.269,0.02362,0.0,17.0,44.0,42.0,1.048,0.06316,0.01053,0.0,73.0,12.25,1.7862997e-09,2686.0,1.7698436,1674.0,2.0084547e-06,0.5091135,0.0044444446,2356.0,381.0,-2.1689048e-06,0.0073566153,0.6597373,149.0,26229.244,435.0459,31.25,637.0,0.0031322448,292.91382,-5.5397654,90.964294,376.49,102.12500762939452
Q2_78C_TpQDvVE_1,56.0,0.1984,0.4762,0.3254,3.0,2.0,12.0,1.0,0.913,0.3237,0.0,0.004149,0.0332,0.05809,0.04564,0.004149,0.09544,0.4813,0.7059,0.4896,0.0,7.0,7.0,0.142,0.0,0.03448,0.1799,0.09846,0.09819,0.142,0.1275,0.06334,0.1506,0.06822,0.03037,0.5406,0.06053,2.228,252.0,0.007937,0.2302,0.125,12.0,2.0,0.9841,4.0,0.9218,1.0,0.1172,0.4193,0.0,0.0,41.0,1.244,1.264,6.301,4.241,0.03571,0.0,9.0,41.0,51.0,1.244,0.2869,0.01547,0.001406,63.0,11.06,2.7856204e-09,1115.0,2.3534305,3174.0,0.00016413507,0.64744455,0.010555555,523.0,2321.0,2.3042046e-06,0.008591713,1.0299764,2935.0,16855.805,438.9672,35.398228,3156.0,0.0024329214,209.5504,-6.9252715,132.60503,375.2256,99.57299041748048
Q4_7yW9c7t8Hq0_0,44.0,0.1681,0.5929,0.2389,4.0,2.0,5.0,1.0,0.5625,0.3905,0.02857,0.06667,0.009524,0.05714,0.05714,0.07619,0.08571,0.2571,1.167,0.549,7.0,0.0,7.0,0.1779,0.0,0.02647,0.2045,0.01039,0.1296,0.185,0.1255,0.06809,0.229,0.01418,0.02438,0.7084,0.1306,0.3879,113.0,0.06195,0.3894,0.125,12.0,4.0,0.6786,1.0,0.9572,1.0,0.1536,1.461,0.0,0.0,40.0,1.25,1.135,3.768,2.388,0.0177,0.0,13.0,40.0,50.0,1.25,0.3491,0.03302,0.009434,75.0,15.91,0.0,0.0,2.6708183,814.0,-0.00013119992,0.6032881,0.010555555,0.0,1167.0,-6.431541e-05,0.16219495,5.502974,2157.0,22582.078,447.96188,0.0,2158.0,0.031456657,3931.0452,-5.083705,28.189274,380.6495,100.22113800048828
Q2_S7Bo4-NCEDk_0,46.0,0.3161,0.3008,0.3831,3.0,2.0,2.0,3.0,1.0,0.1737,0.02222,0.0,0.0,0.01212,0.03838,0.00202,0.05455,0.6727,2.0,0.5496,7.0,4.0,3.0,0.1428,0.0,0.01625,0.242,0.0001051,0.1231,0.1516,0.1521,0.06069,0.02999,0.0,0.0,0.9197,0.5633,2.874,522.0,0.003831,0.6973,0.125,12.0,1.5,0.314,2.0,-0.4778,1.0,0.1589,0.2995,0.0,0.0,47.0,1.146,1.025,10.93,5.353,0.003831,0.0,11.0,47.0,41.0,1.146,0.2868,0.0009393,0.0,62.0,12.62,0.0,0.0,2.691941,3139.0,0.00018804905,0.22368805,0.005833333,0.0,8.0,-1.35839e-06,0.026475223,32.09918,4118.0,27081.64,406.58496,0.0,42.0,0.0025649574,550.49554,-13.864631,213.79488,375.12268,91.53205108642578
Q2_Q5b5unyP8BM_1,68.0,0.2614,0.3828,0.3558,7.0,3.0,12.0,1.0,0.2796,0.4394,0.0368,0.03247,0.01515,0.05628,0.04113,0.01299,0.2013,0.4567,1.438,0.4629,0.0,7.0,7.0,0.1451,0.0,0.04556,0.1925,0.02915,0.0947,0.1451,0.1032,0.1054,0.07101,0.0002417,0.0407,0.6099,0.272,0.2407,593.0,0.006745,0.3019,0.125,8.0,0.5,0.544,1.0,0.5897,2.0,0.07031,0.1458,0.1485,1.0,44.0,1.977,1.384,14.83,6.07,0.04722,1.0,12.0,44.0,87.0,1.977,0.3068,0.03751,0.0007502,50.0,7.396,9.9055235e-09,2837.0,2.5009758,1618.0,-0.00014653204,0.44157085,0.013611111,2679.0,3629.0,-1.930632e-07,0.0049661053,-0.18165773,728.0,26956.365,441.7662,0.0,149.0,0.01211725,3581.1658,-5.6380076,34.219994,382.3157,129.94989013671875
Q3_7JIdJLkJ0S4_3,63.0,0.2915,0.4244,0.2841,4.0,2.0,5.0,3.0,0.8929,0.4661,0.05179,0.01594,0.01594,0.09163,0.1076,0.01992,0.0996,0.3068,1.235,0.521,0.0,3.0,3.0,0.1558,0.0,0.05085,0.2416,0.05004,0.1019,0.108,0.1536,0.06408,0.2642,0.0,0.03904,0.4616,0.228,0.5277,271.0,0.1292,0.5203,0.125,12.0,0.75,0.5763,2.0,0.9024,1.0,0.1016,1.221,0.1768,0.0,43.0,1.047,1.901,5.615,3.196,0.09594,0.0,15.0,43.0,45.0,1.047,0.2495,0.0,0.003795,63.0,13.09,6.1352273e-10,3588.0,2.324673,1668.0,-0.00011504865,1.1225661,0.009166666,2591.0,81.0,2.0888776e-06,0.0064722286,1.291821,701.0,21993.154,451.36133,0.0,703.0,0.0074525424,2092.7566,-7.4639125,59.287205,376.1306,162.801513671875
Q4_rW1I58_lMEg_3,41.0,0.4596,0.5333,0.007018,5.0,3.0,12.0,2.0,0.8367,0.6176,0.05147,0.01471,0.0,0.1507,0.06618,0.01103,0.1801,0.3235,0.5,0.5078,7.0,0.0,7.0,0.1861,0.0,0.009376,0.2445,0.0003864,0.1267,0.1905,0.1257,0.05832,0.46,0.0,0.0001363,0.2606,0.09386,0.4298,285.0,0.02456,0.2737,0.125,6.0,1.0,0.7294,2.0,0.9717,1.0,0.07292,0.3542,0.1528,0.0,45.0,1.044,1.334,7.127,0.7942,0.02807,0.0,18.0,45.0,47.0,1.044,0.2591,0.05139,0.006424,67.0,14.28,1.2004866e-09,3617.0,2.6964955,1967.0,-1.892039e-05,0.66437787,0.008333334,340.0,260.0,-1.2188949e-06,0.0031768829,0.2928404,2271.0,20346.875,422.9445,31.25,848.0,0.0008913888,146.7586,-11.350547,282.628,377.8373,111.27332305908205
Q2_sEQf5lcnj_o_3,64.0,0.09148,0.5568,0.3517,3.0,2.0,7.0,3.0,0.9714,0.5158,0.03328,0.01498,0.004992,0.1165,0.08153,0.0416,0.1115,0.2762,1.256,0.4905,0.0,7.0,7.0,0.161,0.0,0.04167,0.2067,0.006692,0.139,0.161,0.1405,0.07248,0.1423,0.0,0.0,0.5597,0.3274,1.569,634.0,0.0,0.2618,0.125,4.0,0.25,0.8684,1.0,0.9663,1.0,0.0651,0.125,0.04442,0.0,42.0,1.071,1.115,15.85,2.577,0.2334,0.0,12.0,42.0,45.0,1.071,0.1951,0.01393,0.0044,72.0,12.28,4.391426e-09,1929.0,2.8279555,1250.0,7.283839e-05,0.9756933,0.015833333,2220.0,205.0,2.122628e-06,0.011712771,1.5274814,2143.0,18857.158,446.46228,0.0,116.0,0.0014094427,285.8754,-6.764109,140.57661,383.58362,135.5380096435547
Q3_vVTP0DOL_2Q_1,48.0,0.0,0.1205,0.8795,4.0,3.0,0.0,3.0,0.8,0.4753,0.1235,0.05556,0.02469,0.04938,0.09877,0.02469,0.08642,0.2407,1.5,0.493,5.0,0.0,5.0,0.1195,0.0,0.06758,0.2062,0.03602,0.1348,0.1141,0.1405,0.07993,0.01442,0.0,0.001739,0.9337,0.8614,0.0,166.0,0.3795,0.3494,0.125,12.0,8.0,0.7931,9.0,0.8104,1.0,0.1094,0.2474,0.0,0.0,41.0,1.195,1.408,4.554,2.209,0.0241,0.0,16.0,41.0,49.0,1.195,0.2624,0.0,0.007666,96.0,21.69,1.4422204e-11,3479.0,1.9707733,195.0,-0.00016706399,0.9190343,0.007777778,2048.0,1809.0,-1.227863e-06,0.022644388,0.42511183,1808.0,5398.9307,457.09622,31.496063,1812.0,0.002931827,415.23215,-2.8022773,43.415367,390.20038,120.39671325683594
Q2_jrVXitpLGMk_2,65.0,0.3887,0.4623,0.1491,2.0,2.0,12.0,1.0,0.3158,0.4273,0.04157,0.009238,0.0,0.04619,0.05543,0.01848,0.2194,0.4249,1.053,0.4723,0.0,7.0,7.0,0.1451,0.0,0.03265,0.2038,0.008398,0.1383,0.1451,0.09205,0.06483,0.3198,0.0,0.0,0.5103,0.1503,1.586,530.0,0.007547,0.3057,0.125,8.0,0.25,0.522,2.0,0.2497,1.0,0.07031,0.125,0.01105,0.0,41.0,1.098,1.116,17.67,4.562,0.01132,0.0,13.0,41.0,45.0,1.098,0.3333,0.03641,0.002241,39.0,6.119,1.10222835e-08,2215.0,2.6560287,173.0,-4.04923e-05,0.22090878,0.0066666664,1361.0,2018.0,2.8227143e-07,0.005419906,0.5892955,2452.0,25010.754,430.79672,0.0,546.0,0.019197911,2667.2322,-6.13891,42.927216,385.47083,120.21574401855467
Q4_JT1XJnVmABo_0,32.0,0.352,0.551,0.09694,4.0,1.0,5.0,3.0,0.8519,0.4286,0.01648,0.0,0.005495,0.1264,0.08791,0.04945,0.09341,0.3407,1.6,0.5419,5.0,7.0,2.0,0.1892,0.0,0.03384,0.1612,0.005672,0.1993,0.1892,0.07928,0.09083,0.204,0.0,0.0,0.5364,0.01443,0.001644,196.0,0.02551,0.3776,0.125,12.0,1.0,0.8167,1.0,0.5177,1.0,0.1146,1.086,0.6942,2.0,45.0,1.244,1.141,4.901,1.955,0.005102,2.0,8.0,45.0,56.0,1.244,0.4254,0.0,0.01493,44.0,14.88,0.0,0.0,1.6619092,3436.0,3.479241e-05,0.14163731,0.01,0.0,1658.0,-2.6725686e-05,0.118748,7.952393,463.0,27612.277,393.5361,0.0,3444.0,0.0104343435,2150.351,-7.398435,56.718346,374.9972,110.19309997558594
Q1_2Z9SjI131jA_3,36.0,0.2188,0.7312,0.05,6.0,2.0,7.0,2.0,0.6,0.391,0.03205,0.04487,0.00641,0.1603,0.1603,0.02564,0.05769,0.2885,2.0,0.596,7.0,3.0,4.0,0.12,0.0,0.02524,0.1924,0.01082,0.1127,0.137,0.2163,0.1141,0.1961,0.000218,3.633e-05,0.407,0.1031,0.3188,160.0,0.01875,0.2938,0.5,12.0,2.0,0.72,1.0,0.4193,1.0,0.0651,0.6719,0.0,0.0,43.0,1.186,1.192,4.379,1.871,0.0,0.0,13.0,43.0,51.0,1.186,0.2994,0.09554,0.03185,55.0,12.12,1.4022218e-09,31.0,3.3227665,2436.0,7.500436e-05,0.7875523,0.004722222,2452.0,28.0,-1.7288717e-07,0.0036260674,0.015310037,274.0,27472.406,443.0604,0.0,1812.0,0.0060109114,1713.3126,-7.6048827,68.04562,376.54285,129.01611328125
Q3_zjr_-ql5Avk_0,34.0,0.2542,0.661,0.08475,4.0,1.0,12.0,3.0,0.4545,0.56,0.02,0.0,0.0,0.1,0.1,0.06,0.22,0.38,0.0,0.551,7.0,2.0,5.0,0.1502,0.0,0.04233,0.166,0.005438,0.1462,0.1641,0.1286,0.07163,0.09177,0.0,0.0,0.7616,0.476,0.000846,59.0,0.7627,0.5254,0.125,12.0,6.0,1.0,1.0,1.28,1.0,0.3516,2.328,1.25,2.0,55.0,1.964,2.29,1.511,0.782,0.01695,2.0,3.0,55.0,108.0,1.964,0.2713,0.08527,0.007752,31.0,5.102,0.0,0.0,2.9068506,481.0,-3.6761805e-05,1.1076838,0.0,0.0,790.0,-1.2731983e-05,0.08772096,10.917362,699.0,21715.05,428.11536,0.0,904.0,0.005515748,1570.6283,-7.5639772,67.23183,374.9999,110.78250885009766
Q3_E5qEloUO3SM_1,53.0,0.5215,0.3011,0.1774,3.0,2.0,12.0,3.0,0.9,0.4483,0.05747,0.005747,0.01724,0.0977,0.1552,0.01149,0.1149,0.4598,0.5,0.4573,0.0,7.0,7.0,0.1351,0.0,0.03574,0.2087,0.03626,0.07986,0.1351,0.1335,0.08976,0.2453,0.008487,2.838e-05,0.4302,0.1351,0.1587,186.0,0.129,0.5269,0.125,12.0,1.5,0.6279,1.0,1.22,1.0,0.1094,0.2917,0.0,0.0,40.0,1.125,1.075,3.859,1.733,0.02151,0.0,17.0,40.0,45.0,1.125,0.3923,0.008287,0.002762,65.0,13.34,4.1102918e-10,3771.0,2.9318237,1603.0,-8.529297e-05,0.8480668,0.005555555,719.0,4119.0,-7.1966645e-07,0.0060803406,0.68870664,28.0,16252.236,441.83023,31.25,29.0,0.00012716641,292.9342,-3.9688783,74.64555,390.41144,136.37619018554688
